zeinr;posn;file;zrodlo;tryb;wynik;delta;semafor;col7;col2;col4;all;warstwa_geom;powod
SL400521106;1;SL400521106_p1.dxf;8;warstwa_geom;4;4;zolty;8;0;0;36;8;zgubione kontury: zrodlo=8 wynik=4 (delta=4, tryb=warstwa_geom) | tryb 'all' zawyza: 36 vs prawda 8 (+28) - adnotacje/ramki/osie LUB geometria na nietypowym kolorze (histogram: {7: 56, 3: 14, 4: 20})
