posn;layer;scale;out_w;out_h;wykaz_w;wykaz_h;n_holes;n_bend;n_absorbed;n_geom;n_axis;n_dashed;n_annot;n_clusters;src_x1;src_y1;src_x2;src_y2;status;file;kategoria;technika;pewnosc;n_kandydatow;qc_semafor;qc_powody
1;(bez warstw, all, gap=4);5.0;1083.78;369.67;1084.0;370.0;2;0;2;876;14;0;148;12;64.34;177.26;281.1;251.19;OK (TRYB BEZ WARSTW);SL40846315_p1.dxf;wymiary;bbox-ze-skala gap=4;0.6;6;ZOLTY;[6.giecie] w widoku zrodlowym 1 linii koloru 6 (giecie?), na warstwie GIECIE 0 - zgubione giecie?
